gameid	context	NormedTypicality	UtteranceType	Color	ColorAndType	Type	ColorMentioned	ItemMentioned	Other	Item	TargetColor	Target	Dist1	Dist2	UttforBDA
0717-c	informative-cc	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	purple_carrot	green_tomato	red_tomato
0717-c	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	green_apple	orange_pear	green_pear
0717-c	informative	0.419	color	1	0	0	TRUE	FALSE	FALSE	banana	blue	blue_banana	red_tomato	brown_banana	blue
5106-7	overinformative	0.966	type	0	0	1	FALSE	TRUE	FALSE	avocado	green	green_avocado	red_apple	yellow_pear	avocado
5106-7	overinformative	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	green_pear	green_avocado	pepper
5106-7	overinformative-cc	0.841	type	0	0	1	FALSE	TRUE	FALSE	pepper	orange	orange_pepper	brown_carrot	green_avocado	pepper
5106-7	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	yellow_pear	green_apple	green_pear
5106-7	informative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	purple_carrot	brown_carrot
5106-7	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	green_apple	red_tomato	red_apple
5106-7	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	green_pear	orange_pear
5106-7	overinformative	0.976	type	0	0	1	FALSE	TRUE	FALSE	carrot	orange	orange_carrot	blue_banana	red_tomato	carrot
5106-7	overinformative-cc	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	orange_pear	purple_tomato	pepper
5106-7	informative	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	green_pear	orange_carrot	yellow_pear
5106-7	overinformative-cc	0.412	type	0	0	1	FALSE	TRUE	FALSE	tomato	purple	purple_tomato	orange_carrot	green_pear	tomato
5106-7	overinformative	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	red_pepper	red_apple	carrot
5106-7	informative	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	blue_apple	black_avocado	green_apple
5106-7	informative-cc	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	blue_banana	red_apple	blue_apple
5106-7	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	orange_pear	orange_pepper	red_pepper
5106-7	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	orange_pepper	brown_carrot	pear
5106-7	informative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	brown_carrot	orange_pepper	orange_carrot
5106-7	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	green_tomato	black_avocado	apple
5106-7	informative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	purple_tomato	brown_carrot	purple_carrot
5106-7	informative	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	red_apple	blue_banana	yellow_banana
5106-7	informative-cc	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	black_avocado	red_apple	red_avocado
5106-7	overinformative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	yellow_pear	orange_pear	blue_banana
5106-7	overinformative-cc	0.657	type	0	0	1	FALSE	TRUE	FALSE	banana	brown	brown_banana	green_tomato	brown_carrot	banana
5106-7	overinformative-cc	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	green_tomato	orange_carrot	apple
5106-7	informative	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	green_avocado	blue_apple	black_avocado
5106-7	overinformative-cc	0.462	type	0	0	1	FALSE	TRUE	FALSE	apple	blue	blue_apple	blue_banana	black_pepper	apple
5106-7	overinformative-cc	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	yellow_banana	black_pepper	pear
5106-7	overinformative-cc	0.738	type	0	0	1	FALSE	TRUE	FALSE	tomato	green	green_tomato	red_tomato	orange_pear	tomato
5106-7	informative	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	purple_carrot	black_avocado	green_avocado
5106-7	overinformative	0.841	type	0	0	1	FALSE	TRUE	FALSE	pepper	orange	orange_pepper	purple_carrot	blue_apple	pepper
5106-7	informative	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	blue_banana	orange_pear	brown_banana
5106-7	informative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	yellow_banana	green_avocado	blue_banana
5106-7	informative	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	green_avocado	green_apple	red_avocado
5106-7	overinformative-cc	0.812	type	0	0	1	FALSE	TRUE	FALSE	avocado	black	black_avocado	black_pepper	brown_carrot	avocado
5106-7	informative-cc	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	purple_tomato	red_tomato	green_tomato
5106-7	informative-cc	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	purple_carrot	green_tomato	red_tomato
5106-7	informative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	red_tomato	green_pear	purple_tomato
5106-7	overinformative-cc	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	purple_tomato	black_avocado	pepper
5106-7	overinformative	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	brown_carrot	orange_pear	tomato
5106-7	informative-cc	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	brown_banana	yellow_pear	yellow_banana
5106-7	informative	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	green_pear	brown_carrot	purple_carrot
5106-7	overinformative	0.686	type	0	0	1	FALSE	TRUE	FALSE	pear	orange	orange_pear	black_avocado	brown_banana	pear
1000-2	overinformative-cc	0.412	type	0	0	1	FALSE	TRUE	FALSE	tomato	purple	purple_tomato	green_apple	green_pear	tomato
1000-2	informative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	yellow_banana	blue_apple	blue_banana
1000-2	overinformative-cc	0.657	type	0	0	1	FALSE	TRUE	FALSE	banana	brown	brown_banana	yellow_pear	brown_carrot	banana
1000-2	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	red_tomato	blue_apple	red_apple
1000-2	informative	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	red_pepper	green_apple	orange_pepper
1000-2	overinformative	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	brown_banana	red_pepper	green_tomato
1000-2	informative-cc	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	blue_banana	yellow_pear	yellow_banana
1000-2	overinformative-cc	0.812	type	0	0	1	FALSE	TRUE	FALSE	avocado	black	black_avocado	blue_apple	black_pepper	avocado
1000-2	informative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	blue_banana	brown_banana
1000-2	informative	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	brown_carrot	red_avocado	purple_carrot
1000-2	informative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	brown_carrot	orange_pepper	orange_carrot
1000-2	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	green_pear	orange_carrot	orange_pear
1000-2	informative	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	yellow_pear	purple_carrot	orange_carrot
1000-2	informative	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	orange_pear	red_tomato	yellow_pear
1000-2	informative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	red_tomato	green_pear	purple_tomato
1000-2	informative-cc	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	purple_tomato	red_tomato	green_tomato
1000-2	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	yellow_pear	green_apple	green_pear
1000-2	overinformative-cc	0.419	type	0	0	1	FALSE	TRUE	FALSE	banana	blue	blue_banana	green_avocado	blue_apple	banana
1000-2	informative	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	blue_banana	blue_apple	yellow_banana
1000-2	informative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	brown_carrot	purple_tomato	purple_carrot
1000-2	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	red_tomato	blue_banana	apple
1000-2	informative	0.966	color	1	0	0	TRUE	FALSE	FALSE	avocado	green	green_avocado	purple_carrot	red_avocado	green
1000-2	informative-cc	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	green_tomato	blue_apple	green_apple
1000-2	overinformative	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	black_pepper	orange_carrot	tomato
1000-2	informative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	green_avocado	black_pepper	black_avocado
1000-2	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	orange_pepper	orange_pear	red_pepper
1000-2	overinformative	0.637	type	0	0	1	FALSE	TRUE	FALSE	pepper	black	black_pepper	red_avocado	brown_banana	pepper
1000-2	overinformative-cc	0.696	type	0	0	1	FALSE	TRUE	FALSE	avocado	red	red_avocado	yellow_banana	red_apple	avocado
1000-2	overinformative	0.966	OTHER	0	0	0	FALSE	FALSE	TRUE	avocado	green	green_avocado	purple_carrot	orange_pear	other
1000-2	informative-cc	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	red_pepper	black_avocado	black_pepper
1000-2	informative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	purple_carrot	brown_carrot
1000-2	informative-cc	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	yellow_banana	green_pear	yellow_pear
1000-2	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	green_apple	red_avocado	pear
1000-2	informative-cc	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	green_apple	blue_banana	blue_apple
1000-2	informative-cc	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	black_pepper	green_avocado	orange_pepper
1000-2	informative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	red_pepper	red_apple	blue_apple
1000-2	overinformative-cc	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	red_pepper	carrot
1000-2	informative	0.686	color	1	0	0	TRUE	FALSE	FALSE	pear	orange	orange_pear	green_pear	red_avocado	orange
1000-2	overinformative-cc	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	purple_carrot	brown_carrot	tomato
1000-2	informative	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	green_pear	orange_pepper	red_pepper
5381-c	overinformative-cc	0.966	OTHER	0	0	0	TRUE	FALSE	TRUE	avocado	green	green_avocado	green_pepper	red_tomato	other
5381-c	informative-cc	0.841	OTHER	0	0	0	TRUE	FALSE	TRUE	pepper	orange	orange_pepper	black_pepper	green_avocado	other
5381-c	overinformative-cc	0.637	OTHER	0	0	0	TRUE	FALSE	TRUE	pepper	black	black_pepper	green_avocado	black_avocado	other
5381-c	overinformative-cc	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	green_tomato	purple_carrot	apple
5381-c	overinformative	0.841	color	1	0	0	TRUE	FALSE	FALSE	pepper	orange	orange_pepper	purple_tomato	blue_apple	orange
5381-c	overinformative-cc	0.419	type	0	0	1	FALSE	TRUE	FALSE	banana	blue	blue_banana	red_avocado	blue_apple	banana
5381-c	informative	0.976	color	1	0	0	TRUE	FALSE	FALSE	carrot	orange	orange_carrot	purple_carrot	yellow_banana	orange
5381-c	overinformative	0.503	color	1	0	0	TRUE	FALSE	FALSE	carrot	purple	purple_carrot	black_pepper	orange_pepper	purple
5381-c	overinformative	0.976	color	1	0	0	TRUE	FALSE	FALSE	carrot	orange	orange_carrot	red_pepper	green_apple	orange
5381-c	informative	0.962	color	1	0	0	TRUE	FALSE	FALSE	tomato	red	red_tomato	brown_carrot	purple_tomato	red
5381-c	overinformative	0.924	color	1	0	0	TRUE	FALSE	FALSE	pear	yellow	yellow_pear	red_avocado	red_pepper	yellow
5381-c	overinformative-cc	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	black_avocado	yellow_pear	banana
5381-c	informative	0.686	color	1	0	0	TRUE	FALSE	FALSE	pear	orange	orange_pear	brown_banana	yellow_pear	orange
5381-c	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	black_pepper	orange_pear	red_pepper
5381-c	overinformative-cc	0.462	type	0	0	1	FALSE	TRUE	FALSE	apple	blue	blue_apple	red_pepper	blue_banana	apple
5381-c	informative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	blue_banana	brown_banana
5381-c	overinformative	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	red_avocado	green_pear	carrot
5381-c	overinformative-cc	0.657	type	0	0	1	FALSE	TRUE	FALSE	banana	brown	brown_banana	orange_carrot	brown_carrot	banana
5381-c	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	brown_carrot	brown_banana	pear
5381-c	informative	0.412	color	1	0	0	TRUE	FALSE	FALSE	tomato	purple	purple_tomato	brown_banana	red_tomato	purple
5381-c	informative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	purple_carrot	brown_carrot
5381-c	overinformative	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	blue_apple	green_pear	banana
5381-c	informative	0.696	color	1	0	0	TRUE	FALSE	FALSE	avocado	red	red_avocado	black_avocado	green_pear	red
5381-c	informative	0.637	color	1	0	0	TRUE	FALSE	FALSE	pepper	black	black_pepper	orange_pepper	green_tomato	black
5381-c	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	red_tomato	orange_pear	apple
5381-c	informative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	brown_carrot	purple_tomato	purple_carrot
5381-c	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	green_pear	orange_pear
5381-c	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	orange_pear	purple_carrot	green_pear
5381-c	overinformative	0.412	type	0	0	1	FALSE	TRUE	FALSE	tomato	purple	purple_tomato	green_apple	orange_pear	tomato
5381-c	informative-cc	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	blue_banana	green_apple	blue_apple
5381-c	overinformative-cc	0.696	OTHER	0	0	0	FALSE	FALSE	FALSE	avocado	red	red_avocado	red_apple	purple_carrot	other
5381-c	informative	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	red_pepper	green_pear	yellow_pear
5381-c	overinformative	0.738	type	0	0	1	FALSE	TRUE	FALSE	tomato	green	green_tomato	red_apple	yellow_pear	tomato
5381-c	overinformative-cc	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	yellow_banana	purple_carrot	tomato
5381-c	overinformative	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	green_avocado	green_pear	pepper
5381-c	informative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	blue_apple	yellow_banana	blue_banana
5381-c	informative-cc	0.812	OTHER	0	0	0	TRUE	FALSE	TRUE	avocado	black	black_avocado	green_avocado	black_pepper	other
5381-c	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	green_apple	red_tomato	red_apple
5381-c	overinformative-cc	0.738	type	0	0	1	FALSE	TRUE	FALSE	tomato	green	green_tomato	orange_pear	red_tomato	tomato
5381-c	informative	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	red_avocado	purple_tomato	black_avocado
4573-2	informative	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	green_avocado	purple_carrot	brown_carrot
4573-2	overinformative-cc	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	red_tomato	yellow_pear	banana
4573-2	overinformative-cc	0.412	type	0	0	1	FALSE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	brown_banana	tomato
4573-2	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	black_avocado	orange_carrot	apple
4573-2	overinformative-cc	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	green_tomato	yellow_banana	pear
4573-2	overinformative	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	blue_apple	purple_tomato	red_pepper
4573-2	overinformative-cc	0.841	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	orange	orange_pepper	green_avocado	green_apple	orange_pepper
4573-2	overinformative-cc	0.738	type	0	0	1	FALSE	TRUE	FALSE	tomato	green	green_tomato	red_tomato	brown_banana	tomato
4573-2	overinformative-cc	0.976	type	0	0	1	FALSE	TRUE	FALSE	carrot	orange	orange_carrot	blue_banana	orange_pepper	carrot
4573-2	informative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	red_tomato	purple_tomato
4573-2	overinformative	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	yellow_banana	blue_banana	apple
4573-2	overinformative-cc	0.962	type	0	0	1	FALSE	TRUE	FALSE	tomato	red	red_tomato	purple_carrot	orange_pear	tomato
4573-2	informative	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	blue_apple	green_tomato	red_tomato
4573-2	overinformative	0.462	color	1	0	0	TRUE	FALSE	FALSE	apple	blue	blue_apple	red_pepper	black_pepper	blue
4573-2	informative	0.637	color	1	0	0	TRUE	FALSE	FALSE	pepper	black	black_pepper	purple_tomato	orange_pepper	black
4573-2	informative	0.419	color	1	0	0	TRUE	FALSE	FALSE	banana	blue	blue_banana	purple_carrot	yellow_banana	blue
4573-2	informative	0.696	color	1	0	0	TRUE	FALSE	FALSE	avocado	red	red_avocado	green_avocado	orange_carrot	red
4573-2	informative-cc	0.462	color	1	0	0	TRUE	FALSE	FALSE	apple	blue	blue_apple	green_apple	blue_banana	blue
4573-2	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	black_pepper	orange_pear	red_pepper
4573-2	overinformative	0.953	type	0	0	1	FALSE	TRUE	FALSE	pear	green	green_pear	yellow_banana	black_pepper	pear
4573-2	informative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	brown_carrot	orange_pepper	orange_carrot
4573-2	overinformative-cc	0.686	type	0	0	1	FALSE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	purple_tomato	pear
4573-2	informative-cc	0.924	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	yellow	yellow_pear	green_pear	yellow_banana	yellow_pear
4573-2	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	yellow_banana	green_apple	red_apple
4573-2	informative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	yellow_banana	brown_banana
4573-2	informative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	green_pear	orange_pear
4573-2	informative	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	yellow_banana	black_avocado	green_avocado
4573-2	informative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	yellow_banana	blue_apple	blue_banana
4573-2	overinformative	0.841	color	1	0	0	TRUE	FALSE	FALSE	pepper	orange	orange_pepper	black_avocado	brown_banana	orange
4573-2	overinformative-cc	0.657	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	brown	brown_banana	brown_carrot	red_pepper	brown_banana
4573-2	overinformative	0.503	type	0	0	1	FALSE	TRUE	FALSE	carrot	purple	purple_carrot	brown_banana	orange_pepper	carrot
4573-2	informative	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	yellow_pear	red_apple	green_apple
4573-2	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	orange_pear	green_apple	green_pear
4573-2	informative-cc	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	red_apple	black_avocado	red_avocado
4573-2	overinformative	0.812	color	1	0	0	TRUE	FALSE	FALSE	avocado	black	black_avocado	green_tomato	yellow_banana	black
4573-2	informative	0.503	color	1	0	0	TRUE	FALSE	FALSE	carrot	purple	purple_carrot	green_avocado	orange_carrot	purple
4573-2	informative-cc	0.812	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	black	black_avocado	red_avocado	black_pepper	black_avocado
4573-2	informative-cc	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	purple_carrot	brown_carrot
4573-2	informative	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	orange_pear	purple_tomato	green_tomato
4573-2	informative-cc	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	brown_banana	yellow_pear	yellow_banana
4573-2	overinformative	0.637	color	1	0	0	TRUE	FALSE	FALSE	pepper	black	black_pepper	green_pear	blue_banana	black
4573-2	overinformative	0.966	color	1	0	0	TRUE	FALSE	FALSE	avocado	green	green_avocado	red_tomato	purple_carrot	green
3602-8	overinformative	0.934	type	0	0	1	FALSE	TRUE	FALSE	pepper	red	red_pepper	brown_carrot	yellow_banana	pepper
3602-8	overinformative	0.696	color	1	0	0	TRUE	FALSE	FALSE	avocado	red	red_avocado	blue_apple	orange_pepper	red
3602-8	overinformative-cc	0.565	type	0	0	1	FALSE	TRUE	FALSE	carrot	brown	brown_carrot	brown_banana	red_pepper	carrot
3602-8	informative-cc	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	red_tomato	purple_tomato
3602-8	overinformative-cc	0.924	type	0	0	1	FALSE	TRUE	FALSE	pear	yellow	yellow_pear	yellow_banana	red_pepper	pear
3602-8	overinformative-cc	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	orange_carrot	brown_carrot	orange_pear
3602-8	overinformative-cc	0.738	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	green	green_tomato	red_tomato	brown_carrot	green_tomato
3602-8	informative	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	yellow_banana	red_tomato	blue_banana
3602-8	informative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	green_tomato	red_apple	blue_apple
3602-8	overinformative	0.841	type	0	0	1	FALSE	TRUE	FALSE	pepper	orange	orange_pepper	blue_apple	red_tomato	pepper
3602-8	overinformative	0.412	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	purple	purple_tomato	green_pear	blue_apple	purple_tomato
3602-8	overinformative-cc	0.953	type	0	0	1	FALSE	TRUE	FALSE	apple	red	red_apple	black_avocado	red_tomato	apple
3602-8	informative	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	green_pear	purple_carrot	orange_carrot
3602-8	informative-cc	0.503	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	purple	purple_carrot	brown_carrot	purple_tomato	purple_carrot
3602-8	informative	0.686	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	orange	orange_pear	yellow_pear	purple_carrot	orange_pear
3602-8	informative-cc	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	green_apple	orange_pear	green_pear
3602-8	overinformative	0.462	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	blue	blue_apple	black_avocado	green_avocado	blue_apple
3602-8	informative-cc	0.976	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	orange	orange_carrot	orange_pepper	purple_carrot	orange_carrot
3602-8	overinformative	0.961	type	0	0	1	FALSE	TRUE	FALSE	apple	green	green_apple	orange_pepper	red_avocado	apple
3602-8	informative	0.565	color_and_type	0	1	0	TRUE	TRUE	FALSE	carrot	brown	brown_carrot	yellow_pear	purple_carrot	brown_carrot
3602-8	overinformative-cc	0.812	type	0	0	1	FALSE	TRUE	FALSE	avocado	black	black_avocado	purple_tomato	black_pepper	avocado
3602-8	informative-cc	0.961	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	green	green_apple	green_tomato	blue_apple	green_apple
3602-8	overinformative-cc	0.979	type	0	0	1	FALSE	TRUE	FALSE	banana	yellow	yellow_banana	yellow_pear	purple_tomato	banana
3602-8	informative	0.962	color_and_type	0	1	0	TRUE	TRUE	FALSE	tomato	red	red_tomato	purple_tomato	green_avocado	red_tomato
3602-8	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	pear	green	green_pear	black_pepper	yellow_pear	green_pear
3602-8	informative	0.637	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	black	black_pepper	yellow_pear	red_pepper	black_pepper
3602-8	informative-cc	0.696	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	red	red_avocado	red_apple	black_avocado	red_avocado
3602-8	informative-cc	0.979	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	yellow	yellow_banana	yellow_pear	blue_banana	yellow_banana
3602-8	overinformative	0.812	type	0	0	1	FALSE	TRUE	FALSE	avocado	black	black_avocado	orange_carrot	red_pepper	avocado
3602-8	informative-cc	0.934	color_and_type	0	1	0	TRUE	TRUE	FALSE	pepper	red	red_pepper	orange_pear	black_pepper	red_pepper
3602-8	informative	0.953	color_and_type	0	1	0	TRUE	TRUE	FALSE	apple	red	red_apple	yellow_pear	green_apple	red_apple
3602-8	overinformative-cc	0.419	color_and_type	0	1	0	TRUE	TRUE	FALSE	banana	blue	blue_banana	blue_apple	green_avocado	blue_banana
3602-8	informative-cc	0.966	color_and_type	0	1	0	TRUE	TRUE	FALSE	avocado	green	green_avocado	red_avocado	green_pepper	green_avocado
