FullItem,Utterance,Typicality,CI.low,CI.high,UtteranceType,UtteranceTrue,CatTypicality
green tomato,yellow banana,0.053,0.0194117647058824,0.100014705882353,color-and-type,FALSE,other
green tomato,yellow pear,0.039,0.015,0.06625,color-and-type,FALSE,other
purple tomato,black avocado,0.017,0.00578947368421053,0.0315789473684211,color-and-type,FALSE,atypical
purple tomato,black pepper,0.03,0.0092,0.0572,color-and-type,FALSE,atypical
purple tomato,blue apple,0.079,0.0358333333333333,0.127520833333333,color-and-type,FALSE,atypical
purple tomato,blue banana,0.052,0.00998214285714286,0.100714285714286,color-and-type,FALSE,atypical
purple tomato,brown banana,0.016,0.00266666666666667,0.044,color-and-type,FALSE,atypical
purple tomato,brown carrot,0.055,0.0107142857142857,0.112160714285714,color-and-type,FALSE,atypical
purple tomato,green apple,0.058,0.022,0.108683333333333,color-and-type,FALSE,atypical
purple tomato,green avocado,0.03,0.008,0.058,color-and-type,FALSE,atypical
purple tomato,green pear,0.016,0.005,0.0322222222222222,color-and-type,FALSE,atypical
purple tomato,green pepper,0.014,0.00214285714285714,0.0335714285714286,color-and-type,FALSE,atypical
purple tomato,green tomato,0.158,0.1303671875,0.1883140625,color-and-type,FALSE,atypical
purple tomato,orange carrot,0.012,0.00411764705882353,0.0217794117647059,color-and-type,FALSE,atypical
purple tomato,orange pear,0.026,0.00611111111111111,0.0511111111111111,color-and-type,FALSE,atypical
purple tomato,orange pepper,0.037,0.00736842105263158,0.0752763157894737,color-and-type,FALSE,atypical
purple tomato,purple carrot,0.006,0.00108333333333333,0.0111111111111111,color-and-type,FALSE,atypical
purple tomato,purple tomato,0.816,0.724462765957447,0.89831914893617,color-and-type,TRUE,atypical
purple tomato,red apple,0.027,0.01,0.0466666666666667,color-and-type,FALSE,atypical
purple tomato,red avocado,0.061,0.0149791666666667,0.115041666666667,color-and-type,FALSE,atypical
purple tomato,red pepper,0.038,0.0126086956521739,0.0726086956521739,color-and-type,FALSE,atypical
purple tomato,red tomato,0.218,0.1807453125,0.2543140625,color-and-type,FALSE,atypical
purple tomato,yellow banana,0.026,0.0083125,0.0466666666666667,color-and-type,FALSE,atypical
purple tomato,yellow pear,0.031,0.0114285714285714,0.055,color-and-type,FALSE,atypical
red tomato,black avocado,0.044,0.0136842105263158,0.086328947368421,color-and-type,FALSE,typical
red tomato,black pepper,0.125,0.043109375,0.25753125,color-and-type,FALSE,typical
red tomato,blue apple,0.024,0,0.0626666666666667,color-and-type,FALSE,typical
red tomato,blue banana,0.023,0.0075,0.0400125,color-and-type,FALSE,typical
red tomato,brown banana,0.026,0.00866666666666667,0.048,color-and-type,FALSE,typical
red tomato,brown carrot,0.017,0.00166666666666667,0.0408541666666666,color-and-type,FALSE,typical
red tomato,green apple,0.051,0.0110526315789474,0.116328947368421,color-and-type,FALSE,typical
red tomato,green avocado,0.022,0.00831944444444445,0.0394444444444444,color-and-type,FALSE,typical
red tomato,green pear,0.034,0.0152794117647059,0.0547058823529412,color-and-type,FALSE,typical
red tomato,green pepper,0.024,0.0121428571428571,0.0371428571428571,color-and-type,FALSE,typical
red tomato,green tomato,0.214,0.1814359375,0.2472546875,color-and-type,FALSE,typical
red tomato,orange carrot,0.056,0.0121428571428571,0.13075,color-and-type,FALSE,typical
red tomato,orange pear,0.084,0.0166666666666667,0.188375,color-and-type,FALSE,typical
red tomato,orange pepper,0.034,0.00785714285714286,0.0721428571428571,color-and-type,FALSE,typical
red tomato,purple carrot,0.003,0,0.00777777777777778,color-and-type,FALSE,typical
red tomato,purple tomato,0.141,0.0963112244897959,0.195933673469388,color-and-type,FALSE,typical
red tomato,red apple,0.077,0.0218181818181818,0.144590909090909,color-and-type,FALSE,typical
red tomato,red avocado,0.199,0.04725,0.391863636363636,color-and-type,FALSE,typical
red tomato,red pepper,0.11,0.044,0.182025,color-and-type,FALSE,typical
red tomato,red tomato,0.969,0.949684375,0.9845640625,color-and-type,TRUE,typical
red tomato,yellow banana,0.019,0.00615384615384615,0.0353846153846154,color-and-type,FALSE,typical
red tomato,yellow pear,0.023,0.004,0.056,color-and-type,FALSE,typical
