Item,Color,Utterance,Typicality,CI.low,CI.high
carrot,brown,banana,0.076,0.016,0.16135
carrot,brown,carrot,0.565,0.385983333333333,0.73335
carrot,brown,pear,0.052,0.004,0.119383333333333
carrot,brown,pepper,0.086,0.0299833333333333,0.154
carrot,brown,tomato,0.041,0.0133333333333333,0.0786833333333333
carrot,orange,apple,0.013,0.00133333333333333,0.034
carrot,orange,avocado,0.034,0.010625,0.065640625
carrot,orange,banana,0.079,0.00142857142857143,0.223571428571429
carrot,orange,carrot,0.976,0.948813559322034,0.992033898305085
carrot,orange,pear,0.034,0.01039,0.06241
carrot,orange,pepper,0.043,0.0176923076923077,0.0746153846153846
carrot,orange,tomato,0.047,0.00277777777777777,0.128902777777778
carrot,purple,apple,0.052,0.0207692307692308,0.0919326923076923
carrot,purple,avocado,0.061,0.019359375,0.11375
carrot,purple,banana,0.021,0.00466666666666667,0.04735
carrot,purple,carrot,0.503,0.438457627118644,0.578305084745763
carrot,purple,pear,0.013,0.00333333333333333,0.0253333333333333
carrot,purple,pepper,0.049,0.02,0.0834891304347826
carrot,purple,tomato,0.037,0.0151759259259259,0.0666666666666667
pear,green,apple,0.196,0.08879,0.3229
pear,green,avocado,0.055,0.0195652173913043,0.10175
pear,green,banana,0.021,0.00789473684210526,0.03475
pear,green,carrot,0.085,0.00714285714285715,0.23
pear,green,pear,0.953,0.917118644067797,0.97728813559322
pear,green,pepper,0.016,0.00461538461538461,0.0323076923076923
pear,green,tomato,0.018,0.00176470588235294,0.0447205882352941
pear,orange,apple,0.142,0.0692,0.23481
pear,orange,avocado,0.055,0.0158125,0.108333333333333
pear,orange,banana,0.01,0.00198333333333334,0.02135
pear,orange,carrot,0.052,0.0146153846153846,0.113076923076923
pear,orange,pear,0.686,0.616436440677966,0.752063559322034
pear,orange,pepper,0.054,0.0120729166666667,0.10459375
pear,orange,tomato,0.022,0.00692307692307692,0.0438653846153846
pear,yellow,apple,0.14,0.06079,0.23561
pear,yellow,avocado,0.026,0.00615384615384615,0.0538461538461538
pear,yellow,banana,0.071,0.0322222222222222,0.116666666666667
pear,yellow,carrot,0.016,0.00625,0.02625
pear,yellow,pear,0.924,0.879983050847458,0.958478813559322
pear,yellow,pepper,0.142,0.01121875,0.325015625
pear,yellow,tomato,0.023,0.006,0.0440166666666666
pepper,black,apple,0.058,0.0193333333333333,0.101383333333333
pepper,black,avocado,0.046,0.00533333333333334,0.0953333333333333
pepper,black,banana,0.069,0.0246666666666667,0.119333333333333
pepper,black,carrot,0.065,0.014,0.128033333333333
pepper,black,pear,0.06,0.0206666666666667,0.108683333333333
pepper,black,pepper,0.637,0.498616666666667,0.776683333333333
pepper,black,tomato,0.089,0.00933333333333333,0.19335
pepper,green,apple,0.03,0.01,0.0547058823529412
pepper,green,avocado,0.015,0.00363636363636364,0.0336363636363636
pepper,green,banana,0.026,0.00466666666666667,0.0600166666666666
pepper,green,carrot,0.019,0.00235294117647059,0.05
pepper,green,pear,0.02,0.00625,0.036875
pepper,green,pepper,0.941,0.905076271186441,0.969322033898305
pepper,green,tomato,0.032,0.0118181818181818,0.0527272727272727
pepper,orange,apple,0.043,0.0155555555555556,0.0785277777777778
pepper,orange,avocado,0.045,0.0149895833333333,0.0812604166666667
pepper,orange,banana,0.011,0.00235294117647059,0.0235294117647059
pepper,orange,carrot,0.083,0.032962962962963,0.154444444444444
pepper,orange,pear,0.04,0.0107142857142857,0.0828571428571429
pepper,orange,pepper,0.841,0.787622881355932,0.888483050847458
pepper,orange,tomato,0.052,0.0276923076923077,0.0815576923076923
pepper,red,apple,0.027,0.01,0.0478571428571429
pepper,red,avocado,0.068,0.0023076923076923,0.191557692307692
pepper,red,banana,0.019,0.00421052631578947,0.0415789473684211
pepper,red,carrot,0.036,0.0148148148148148,0.0603703703703704
pepper,red,pear,0.077,0.0184,0.16764
pepper,red,pepper,0.934,0.883877118644068,0.971529661016949
pepper,red,tomato,0.018,0.0033125,0.0433333333333333
tomato,green,apple,0.102,0.0380384615384615,0.176951923076923
tomato,green,avocado,0.017,0.00692307692307692,0.0276923076923077
tomato,green,banana,0.096,0.0256,0.18202
tomato,green,carrot,0.013,0.00357142857142857,0.0242857142857143
tomato,green,pear,0.045,0.01319,0.0824
tomato,green,pepper,0.083,0.016,0.199383333333333
tomato,green,tomato,0.738,0.664050847457627,0.805427966101695
tomato,purple,apple,0.022,0.00882352941176471,0.0405882352941176
tomato,purple,avocado,0.065,0.0217954545454545,0.118193181818182
tomato,purple,banana,0.037,0.0142307692307692,0.0684615384615385
tomato,purple,carrot,0.056,0.0190795454545455,0.103193181818182
tomato,purple,pear,0.011,0.004,0.01735
tomato,purple,pepper,0.063,0.0233333333333333,0.109666666666667
tomato,purple,tomato,0.412,0.336101694915254,0.48678813559322
tomato,red,apple,0.093,0.0114285714285714,0.227892857142857
tomato,red,avocado,0.023,0.006,0.0426666666666667
tomato,red,banana,0.013,0.00571428571428571,0.0214285714285714
tomato,red,carrot,0.011,0.002,0.0233333333333333
tomato,red,pear,0.047,0.0237037037037037,0.0748240740740741
tomato,red,pepper,0.049,0.012484375,0.093140625
tomato,red,tomato,0.962,0.929987288135593,0.985593220338983
