condition,targetName,alt1Name,alt2Name
basic23,daisy,rosemary,wardrobe
basic23,poloshirt,gloves,ambulance
basic33,minivan,bathrobe,elephant
basic22,goldfish,pig,snake
basic22,catfish,bison,elephant
basic22,polarbear,crocodile,bison
basic12,hummingbird,elephant,sparrow
basic22,grizzlybear,cow,lobster
basic22,swordfish,lobster,elephant
basic33,tulip,bison,bed
basic12,husky,iguana,greyhound
basic12,germanshepherd,iguana,greyhound
basic23,diningtable,wardrobe,hamster
basic33,dalmatian,bed,bathrobe
basic23,suv,ambulance,popcorn
basic22,pug,pig,lobster
basic23,blackbear,cow,bathrobe
basic22,parrot,rhino,hamster
basic22,polarbear,snake,horse
basic12,husky,cow,greyhound
basic22,swordfish,iguana,lion
basic33,sportscar,lamp,socks
basic12,diningtable,lamp,sidetable
basic33,daisy,bathrobe,lion
basic33,pigeon,bed,pottedplant
basic23,germanshepherd,horse,rosemary
basic23,dressshirt,dress,hamster
basic12,picnictable,sidetable,lamp
basic23,clownfish,cow,pottedplant
basic22,goldfish,sheep,lobster
basic23,bedsidetable,rhino,bookcase
basic33,tshirt,bison,ambulance
basic33,catfish,wardrobe,ambulance
basic22,pandabear,rhino,elephant
basic23,eagle,lobster,bookcase
basic33,minivan,bathrobe,rosemary
basic23,skittles,cookies,pottedplant
basic33,grizzlybear,lamp,pretzels
basic23,coffeetable,crocodile,lamp
basic12,mnms,pretzels,candycorn
basic23,daisy,pottedplant,squirrel
basic33,convertible,rhino,chips
basic12,pigeon,snake,sparrow
basic33,tulip,train,pig
basic33,eagle,cookies,motorcycle
basic22,goldfish,squirrel,lobster
basic22,picnictable,lamp,bed
basic12,suv,ambulance,sedan
basic33,polarbear,train,lamp
basic12,rose,lily,grasses
basic33,sportscar,cow,grasses
basic23,tshirt,dress,pretzels
basic33,sunflower,bathrobe,horse
basic12,husky,greyhound,sheep
basic23,germanshepherd,bed,elephant
basic22,grizzlybear,hamster,kitten
basic33,goldfish,dress,cookies
basic22,catfish,snake,kitten
basic22,minivan,firetruck,motorcycle
basic22,diningtable,wardrobe,bookcase
basic23,hummingbird,pretzels,sheep
basic12,clownfish,discusfish,iguana
basic23,dalmatian,lobster,firetruck
basic33,convertible,cow,rosemary
basic23,gummybears,rosemary,chips
basic33,skittles,bookcase,hamster
basic33,suv,dress,elephant
basic23,jellybeans,cookies,iguana
basic22,pug,crocodile,pig
basic23,parrot,lobster,ivy
basic22,pandabear,bison,hamster
basic33,tulip,bed,dress
basic12,eagle,sheep,sparrow
basic22,blackbear,rabbit,iguana
basic12,daisy,lily,ivy
basic33,poloshirt,ivy,cow
basic22,pigeon,bison,sheep
basic22,dressshirt,bathrobe,socks
basic23,mnms,popcorn,motorcycle
basic12,pug,kitten,greyhound
basic23,picnictable,firetruck,bookcase
basic22,germanshepherd,squirrel,iguana
basic23,rose,ivy,elephant
basic22,eagle,hamster,kitten
basic33,hummingbird,dress,grasses
basic23,sunflower,train,rosemary
basic33,gummybears,squirrel,ambulance
basic22,daisy,ivy,rosemary
basic33,tshirt,hamster,cookies
basic23,jellybeans,snake,pretzels
basic23,minivan,motorcycle,hamster
basic12,coffeetable,sidetable,bookcase
basic33,convertible,gloves,wardrobe
basic22,pigeon,horse,iguana
basic23,blackbear,pretzels,crocodile
basic22,dalmatian,crocodile,rabbit
basic23,suv,ambulance,snake
basic12,polarbear,koalabear,crocodile
basic22,grizzlybear,sheep,kitten
basic22,sportscar,firetruck,train
basic23,catfish,hamster,train
basic33,goldfish,gloves,lamp
basic22,swordfish,bison,pig
basic33,tulip,snake,popcorn
basic33,diningtable,bison,dress
basic33,husky,pretzels,rosemary
basic22,parrot,cow,lion
basic12,pandabear,squirrel,koalabear
basic33,poloshirt,cookies,lion
basic23,convertible,socks,motorcycle
basic22,grizzlybear,lobster,snake
basic12,germanshepherd,pig,greyhound
basic12,polarbear,snake,koalabear
basic23,bedsidetable,bed,bison
basic23,goldfish,hamster,dress
basic33,mnms,lamp,motorcycle
basic23,rose,ivy,lobster
basic23,dalmatian,crocodile,gloves
basic22,gummybears,pretzels,chips
basic33,coffeetable,lobster,popcorn
basic23,jellybeans,cookies,lion
basic22,tulip,ivy,rosemary
basic22,tshirt,bathrobe,socks
basic22,diningtable,bookcase,wardrobe
basic33,pandabear,grasses,bookcase
basic22,hawaiishirt,dress,bathrobe
basic33,dressshirt,bison,lamp
basic33,blackbear,popcorn,rosemary
basic22,hummingbird,bison,iguana
basic23,pug,hamster,firetruck
basic12,husky,crocodile,greyhound
basic12,suv,train,sedan
basic23,pigeon,rhino,pretzels
basic33,daisy,firetruck,socks
basic22,sunflower,rosemary,ivy
basic23,picnictable,train,bookcase
basic33,skittles,rosemary,bookcase
basic33,clownfish,pottedplant,bathrobe
basic22,eagle,rhino,snake
basic22,mnms,pretzels,popcorn
basic12,clownfish,discusfish,crocodile
basic23,hawaiishirt,gloves,snake
basic23,blackbear,cow,pretzels
basic33,dressshirt,hamster,train
basic22,gummybears,pretzels,cookies
basic23,goldfish,socks,bison
basic23,tulip,motorcycle,grasses
basic12,pug,greyhound,cow
basic22,dalmatian,iguana,snake
basic23,daisy,rosemary,gloves
basic33,husky,dress,bed
basic23,jellybeans,lamp,pretzels
basic12,rose,lily,ivy
basic23,picnictable,wardrobe,horse
basic12,sunflower,lily,ivy
basic22,pigeon,pig,crocodile
basic33,bedsidetable,gloves,snake
basic23,clownfish,crocodile,bathrobe
basic12,grizzlybear,hamster,koalabear
basic22,tshirt,dress,socks
basic23,convertible,squirrel,ambulance
basic22,germanshepherd,squirrel,lion
basic12,pandabear,koalabear,snake
basic33,blackbear,gloves,popcorn
basic23,goldfish,chips,hamster
basic33,polarbear,wardrobe,dress
basic33,poloshirt,rosemary,motorcycle
basic33,suv,crocodile,chips
basic33,coffeetable,pretzels,train
basic12,catfish,discusfish,lion
basic12,eagle,lobster,sparrow
basic22,diningtable,bookcase,bed
basic23,minivan,firetruck,grasses
basic12,parrot,sparrow,horse
basic23,dressshirt,pretzels,gloves
basic33,tulip,squirrel,pretzels
basic33,hummingbird,lamp,chips
basic23,swordfish,iguana,bed
basic23,poloshirt,dress,pretzels
basic33,swordfish,popcorn,pottedplant
basic22,husky,elephant,rabbit
basic33,eagle,wardrobe,dress
basic22,pandabear,squirrel,lion
basic23,pigeon,ambulance,pig
basic12,clownfish,discusfish,lobster
basic23,bedsidetable,snake,bed
basic22,dalmatian,sheep,iguana
basic23,suv,dress,train
basic23,gummybears,popcorn,bathrobe
basic22,pug,kitten,sheep
basic33,germanshepherd,socks,rosemary
basic23,hummingbird,bookcase,hamster
basic22,parrot,horse,iguana
basic33,convertible,pretzels,horse
basic12,blackbear,rabbit,koalabear
basic33,jellybeans,firetruck,bed
basic33,tshirt,ambulance,lamp
basic22,sunflower,rosemary,grasses
basic23,polarbear,pig,gloves
basic22,goldfish,rabbit,kitten
basic22,grizzlybear,sheep,crocodile
basic22,coffeetable,bed,lamp
basic33,hawaiishirt,motorcycle,grasses
basic33,daisy,train,gloves
basic23,skittles,chips,pottedplant
basic33,catfish,socks,popcorn
basic33,germanshepherd,bathrobe,popcorn
basic23,pigeon,crocodile,lamp
basic22,polarbear,cow,pig
basic23,tshirt,pretzels,socks
basic23,sportscar,iguana,train
basic12,gummybears,cookies,candycorn
basic33,jellybeans,motorcycle,bed
basic33,bedsidetable,lobster,pottedplant
basic33,coffeetable,elephant,ivy
basic22,parrot,rhino,bison
basic33,grizzlybear,popcorn,bookcase
basic33,tulip,elephant,pretzels
basic23,swordfish,bison,firetruck
basic33,skittles,gloves,kitten
basic12,pandabear,rhino,koalabear
basic12,husky,snake,greyhound
basic33,hawaiishirt,bookcase,bison
basic23,mnms,hamster,pretzels
basic22,pug,rabbit,lion
basic23,diningtable,wardrobe,chips
basic23,minivan,lobster,firetruck
basic22,picnictable,bookcase,lamp
basic22,eagle,iguana,elephant
basic12,hummingbird,sparrow,pig
basic22,catfish,cow,lobster
basic23,sunflower,pottedplant,train
basic23,suv,rosemary,motorcycle
basic22,poloshirt,bathrobe,dress
basic33,minivan,crocodile,rosemary
basic33,tulip,gloves,firetruck
basic33,germanshepherd,bookcase,rosemary
basic22,mnms,popcorn,cookies
basic33,coffeetable,popcorn,rhino
basic33,dalmatian,wardrobe,bathrobe
basic23,tshirt,bathrobe,kitten
basic33,picnictable,bathrobe,grasses
basic22,polarbear,pig,kitten
basic12,goldfish,discusfish,pig
basic22,parrot,snake,hamster
basic23,pug,firetruck,sheep
basic23,jellybeans,popcorn,train
basic22,sportscar,train,ambulance
basic33,dressshirt,wardrobe,motorcycle
basic23,skittles,chips,bookcase
basic22,hummingbird,rhino,hamster
basic33,swordfish,pretzels,wardrobe
basic23,catfish,bison,bed
basic22,rose,rosemary,grasses
basic12,pigeon,sparrow,cow
basic22,grizzlybear,rabbit,hamster
basic23,husky,bookcase,elephant
basic23,sunflower,socks,rosemary
basic12,blackbear,lobster,koalabear
basic23,gummybears,chips,bison
basic23,convertible,train,dress
basic33,grizzlybear,chips,wardrobe
basic33,germanshepherd,chips,dress
basic22,tulip,rosemary,pottedplant
basic33,jellybeans,elephant,wardrobe
basic33,tshirt,wardrobe,pottedplant
basic22,hawaiishirt,gloves,dress
basic23,pigeon,firetruck,iguana
basic23,bedsidetable,bed,cow
basic22,hummingbird,elephant,kitten
basic22,clownfish,bison,elephant
basic12,daisy,ivy,lily
basic23,dressshirt,hamster,socks
basic33,pandabear,pretzels,train
basic22,goldfish,rhino,hamster
basic12,coffeetable,bed,sidetable
basic23,diningtable,wardrobe,pottedplant
basic23,dalmatian,sheep,motorcycle
basic33,swordfish,bed,ambulance
basic33,sunflower,bison,ambulance
basic33,blackbear,cookies,socks
basic33,gummybears,hamster,bed
basic12,poloshirt,dress,campshirt
basic22,polarbear,squirrel,rabbit
basic23,suv,ambulance,squirrel
basic23,husky,rhino,train
basic23,sportscar,firetruck,lamp
basic12,parrot,lion,sparrow
basic12,pug,snake,greyhound
basic22,catfish,elephant,bison
basic22,convertible,motorcycle,train
basic23,coffeetable,chips,wardrobe
basic33,hummingbird,wardrobe,rosemary
basic33,skittles,train,bookcase
basic22,grizzlybear,squirrel,elephant
basic33,clownfish,socks,bed
basic23,bedsidetable,cow,lamp
basic22,poloshirt,bathrobe,socks
basic23,blackbear,pig,ivy
basic22,sportscar,ambulance,motorcycle
basic22,polarbear,pig,elephant
basic23,diningtable,lamp,dress
basic22,catfish,iguana,squirrel
basic33,pug,grasses,motorcycle
basic12,germanshepherd,squirrel,greyhound
basic22,dalmatian,snake,crocodile
basic33,daisy,pretzels,dress
basic23,hawaiishirt,socks,firetruck
basic12,dressshirt,socks,campshirt
basic33,suv,ivy,bathrobe
basic23,swordfish,rabbit,cookies
basic23,goldfish,wardrobe,horse
basic23,sunflower,wardrobe,grasses
basic12,tshirt,socks,campshirt
basic33,husky,train,popcorn
basic33,tulip,bed,lobster
basic23,eagle,pottedplant,elephant
basic22,tulip,ivy,grasses
basic33,dressshirt,sheep,pottedplant
basic33,tshirt,bison,chips
basic33,diningtable,ambulance,ivy
basic33,jellybeans,lamp,rabbit
basic22,pigeon,rabbit,hamster
basic12,hawaiishirt,socks,campshirt
basic23,sunflower,pottedplant,socks
basic22,dalmatian,snake,rabbit
basic12,blackbear,iguana,koalabear
basic23,pandabear,ambulance,cow
basic12,hummingbird,sparrow,kitten
basic12,grizzlybear,koalabear,iguana
basic23,husky,squirrel,motorcycle
basic33,coffeetable,chips,train
basic33,mnms,ivy,train
basic33,suv,rabbit,bookcase
basic23,picnictable,pig,bookcase
basic23,convertible,cow,train
basic22,poloshirt,socks,bathrobe
basic12,eagle,sparrow,iguana
basic23,germanshepherd,cookies,crocodile
basic33,bedsidetable,chips,pig
basic12,pug,greyhound,rabbit
basic23,catfish,firetruck,hamster
basic12,minivan,train,sedan
basic23,clownfish,motorcycle,sheep
basic22,swordfish,snake,hamster
basic33,gummybears,grasses,wardrobe
basic23,parrot,lobster,dress
basic22,convertible,firetruck,motorcycle
basic23,tshirt,bathrobe,motorcycle
basic12,skittles,candycorn,cookies
basic33,coffeetable,motorcycle,horse
basic33,gummybears,lion,grasses
basic12,jellybeans,candycorn,popcorn
basic23,bedsidetable,wardrobe,horse
basic12,blackbear,koalabear,lion
basic22,eagle,snake,kitten
basic33,minivan,pig,gloves
basic12,dalmatian,greyhound,squirrel
basic23,mnms,cookies,squirrel
basic22,hummingbird,hamster,rabbit
basic33,hawaiishirt,bison,pretzels
basic22,polarbear,crocodile,rhino
basic33,sportscar,rabbit,chips
basic23,picnictable,lamp,lobster
basic23,tulip,rhino,pottedplant
basic23,swordfish,dress,snake
basic22,dressshirt,socks,dress
basic22,pug,lobster,iguana
basic22,goldfish,rhino,rabbit
basic33,pandabear,bed,socks
basic33,rose,squirrel,train
basic12,catfish,crocodile,discusfish
basic33,sunflower,rhino,wardrobe
basic33,parrot,pottedplant,pretzels
basic23,germanshepherd,lobster,bookcase
basic23,daisy,ambulance,grasses
basic23,daisy,elephant,pottedplant
basic33,hummingbird,motorcycle,wardrobe
basic23,diningtable,elephant,bed
basic22,pug,cow,elephant
basic22,hawaiishirt,dress,gloves
basic33,eagle,socks,rosemary
basic23,pandabear,pretzels,bison
basic23,dressshirt,bathrobe,lobster
basic12,clownfish,iguana,discusfish
basic22,coffeetable,lamp,bookcase
basic12,pigeon,sparrow,iguana
basic12,germanshepherd,greyhound,iguana
basic22,convertible,train,firetruck
basic33,suv,crocodile,lamp
basic22,bedsidetable,lamp,bed
basic23,tulip,firetruck,ivy
basic33,swordfish,socks,ambulance
basic33,rose,kitten,ambulance
basic33,picnictable,hamster,dress
basic12,goldfish,cow,discusfish
basic23,jellybeans,rosemary,cookies
basic33,sportscar,ivy,pig
basic22,sunflower,rosemary,pottedplant
basic33,grizzlybear,cookies,bed
basic23,gummybears,bookcase,pretzels
basic33,catfish,ivy,bathrobe
basic22,husky,kitten,snake
basic12,blackbear,koalabear,pig
basic33,tulip,lion,motorcycle
basic23,mnms,cow,popcorn
basic12,pigeon,squirrel,sparrow
basic23,gummybears,bison,chips
basic22,pug,rabbit,sheep
basic12,jellybeans,chips,candycorn
basic23,skittles,cookies,train
basic33,rose,motorcycle,rabbit
basic22,husky,crocodile,rabbit
basic23,hawaiishirt,socks,lobster
basic33,daisy,squirrel,motorcycle
basic33,blackbear,wardrobe,ambulance
basic23,catfish,iguana,grasses
basic12,minivan,sedan,firetruck
basic23,bedsidetable,lamp,gloves
basic23,daisy,rosemary,horse
basic22,dalmatian,lion,sheep
basic23,gummybears,popcorn,cow
basic12,eagle,sparrow,rhino
basic12,husky,greyhound,horse
basic23,picnictable,bed,horse
basic23,pigeon,wardrobe,hamster
basic33,dressshirt,bookcase,sheep
basic22,polarbear,horse,lion
basic33,hummingbird,chips,ambulance
basic23,sunflower,grasses,squirrel
basic22,goldfish,snake,sheep
basic33,hawaiishirt,train,lamp
basic33,skittles,bathrobe,wardrobe
basic12,tshirt,campshirt,gloves
basic33,pandabear,socks,grasses
basic22,parrot,snake,pig
basic22,tulip,grasses,rosemary
basic33,jellybeans,rosemary,lobster
basic33,germanshepherd,firetruck,lamp
basic12,blackbear,snake,koalabear
basic23,grizzlybear,bookcase,elephant
basic33,coffeetable,ivy,horse
basic22,clownfish,lobster,lion
basic22,diningtable,wardrobe,bed
basic12,swordfish,bison,discusfish
basic33,pug,wardrobe,train
basic33,polarbear,popcorn,socks
basic23,gummybears,pretzels,bathrobe
basic23,jellybeans,cookies,rabbit
basic23,husky,squirrel,pottedplant
basic22,coffeetable,wardrobe,bookcase
basic12,convertible,train,sedan
basic33,coffeetable,socks,rosemary
basic33,sunflower,horse,socks
basic22,swordfish,pig,cow
basic23,mnms,rosemary,pretzels
basic22,hummingbird,bison,kitten
basic33,minivan,lobster,wardrobe
basic22,pug,pig,iguana
basic12,grizzlybear,kitten,koalabear
basic22,pigeon,hamster,squirrel
basic33,eagle,bed,ivy
basic12,sportscar,motorcycle,sedan
basic22,sportscar,ambulance,firetruck
basic22,suv,firetruck,train
basic22,pandabear,elephant,iguana
basic33,bedsidetable,lion,cookies
basic33,tshirt,cookies,rabbit
basic33,poloshirt,bookcase,cookies
basic23,dalmatian,grasses,squirrel
basic33,gummybears,bathrobe,lamp
basic33,tulip,cookies,pig
basic23,husky,firetruck,lobster
basic12,parrot,sparrow,iguana
basic23,clownfish,popcorn,rabbit
basic12,swordfish,discusfish,pig
basic33,diningtable,horse,pretzels
basic23,dressshirt,pretzels,dress
basic12,grizzlybear,koalabear,kitten
basic33,minivan,lion,wardrobe
basic12,catfish,cow,discusfish
basic23,polarbear,lamp,crocodile
basic23,goldfish,bison,lamp
basic23,convertible,bookcase,firetruck
basic12,coffeetable,sidetable,lamp
basic33,pug,ambulance,popcorn
basic33,rose,rhino,firetruck
basic12,blackbear,koalabear,rhino
basic12,hummingbird,sparrow,squirrel
basic22,pigeon,lion,rabbit
basic22,daisy,rosemary,grasses
basic23,mnms,chips,lobster
basic12,coffeetable,bookcase,sidetable
basic23,jellybeans,bathrobe,chips
basic23,gummybears,pretzels,squirrel
basic33,mnms,dress,squirrel
basic22,blackbear,horse,squirrel
basic22,picnictable,bed,wardrobe
basic23,suv,bed,train
basic33,sportscar,bathrobe,rosemary
basic23,germanshepherd,squirrel,rosemary
basic22,hummingbird,squirrel,elephant
basic23,hawaiishirt,bookcase,dress
basic33,clownfish,ambulance,bed
basic33,pandabear,bed,pottedplant
basic23,pug,rosemary,lobster
basic22,parrot,lobster,lion
basic23,husky,squirrel,rosemary
basic12,goldfish,discusfish,rhino
basic33,convertible,crocodile,gloves
basic23,diningtable,squirrel,bookcase
basic33,skittles,dress,motorcycle
basic33,dalmatian,dress,pretzels
basic22,pigeon,pig,snake
basic33,minivan,socks,rabbit
basic33,dressshirt,motorcycle,bookcase
basic22,polarbear,hamster,lobster
basic33,bedsidetable,iguana,dress
basic33,suv,lamp,socks
basic22,rose,ivy,pottedplant
basic23,jellybeans,chips,hamster
basic23,coffeetable,bookcase,pottedplant
basic23,husky,cow,motorcycle
basic22,germanshepherd,lobster,sheep
basic33,eagle,bed,pottedplant
basic33,grizzlybear,socks,cookies
basic23,picnictable,rhino,wardrobe
basic23,convertible,ambulance,crocodile
basic33,sportscar,socks,sheep
basic22,minivan,motorcycle,ambulance
basic12,hummingbird,bison,sparrow
basic12,pandabear,lobster,koalabear
basic23,skittles,cookies,rabbit
basic23,coffeetable,lamp,iguana
basic33,tshirt,ambulance,rhino
basic22,parrot,crocodile,bison
basic22,pigeon,rabbit,crocodile
basic23,germanshepherd,bison,lamp
basic33,dressshirt,grasses,snake
basic23,hummingbird,ivy,snake
basic22,husky,bison,cow
basic23,diningtable,bed,kitten
basic33,tulip,rabbit,gloves
basic33,daisy,snake,chips
basic33,minivan,hamster,wardrobe
basic23,sunflower,snake,pottedplant
basic12,swordfish,discusfish,hamster
basic22,catfish,iguana,kitten
basic33,gummybears,motorcycle,crocodile
basic33,hawaiishirt,squirrel,grasses
basic33,bedsidetable,grasses,bathrobe
basic33,rose,hamster,ambulance
basic12,pug,greyhound,iguana
basic12,polarbear,koalabear,horse
basic12,dalmatian,greyhound,hamster
basic22,clownfish,cow,iguana
basic12,picnictable,wardrobe,sidetable
basic22,blackbear,lobster,sheep
basic23,convertible,train,pig
basic23,eagle,horse,wardrobe
basic23,goldfish,socks,kitten
basic23,minivan,ambulance,pig
basic33,rose,popcorn,lobster
basic23,diningtable,wardrobe,bison
basic33,suv,rosemary,sheep
basic12,skittles,cookies,candycorn
basic22,eagle,cow,rabbit
basic12,catfish,discusfish,snake
basic33,daisy,ambulance,squirrel
basic12,germanshepherd,greyhound,kitten
basic33,convertible,pretzels,iguana
basic23,pandabear,motorcycle,lion
basic33,gummybears,lamp,iguana
basic23,tshirt,cow,dress
basic23,clownfish,hamster,gloves
basic12,polarbear,squirrel,koalabear
basic23,hummingbird,lobster,pottedplant
basic22,tulip,rosemary,ivy
basic23,dalmatian,lamp,snake
basic22,jellybeans,popcorn,cookies
basic22,grizzlybear,hamster,cow
basic12,sportscar,sedan,motorcycle
basic33,mnms,crocodile,train
basic22,pigeon,cow,horse
basic33,poloshirt,bookcase,crocodile
basic23,coffeetable,bookcase,crocodile
basic33,pug,wardrobe,motorcycle
basic33,swordfish,wardrobe,ambulance
basic23,parrot,lamp,elephant
basic33,pandabear,bookcase,popcorn
basic23,sunflower,rabbit,rosemary
basic12,polarbear,koalabear,rhino
basic33,skittles,kitten,grasses
basic23,pigeon,lobster,popcorn
basic22,eagle,kitten,cow
basic33,convertible,iguana,bed
basic23,dressshirt,bathrobe,motorcycle
basic12,pug,sheep,greyhound
basic12,swordfish,iguana,discusfish
basic33,goldfish,firetruck,ivy
basic12,blackbear,koalabear,hamster
basic12,dalmatian,greyhound,horse
basic23,hawaiishirt,wardrobe,dress
basic33,jellybeans,bison,train
basic33,poloshirt,cookies,sheep
basic23,parrot,pottedplant,lobster
basic23,hummingbird,pig,pretzels
basic22,grizzlybear,bison,sheep
basic33,suv,rabbit,popcorn
basic23,tulip,cookies,grasses
basic23,husky,lion,gloves
basic33,clownfish,firetruck,chips
basic33,minivan,snake,wardrobe
basic22,germanshepherd,sheep,rhino
basic33,sunflower,sheep,gloves
basic12,sportscar,sedan,firetruck
basic23,grizzlybear,pig,cookies
basic33,daisy,train,pig
basic33,mnms,gloves,rabbit
basic33,picnictable,cow,ivy
basic12,catfish,lion,discusfish
basic22,swordfish,sheep,rabbit
basic23,tshirt,dress,elephant
basic23,tulip,pottedplant,horse
basic22,pandabear,sheep,cow
basic22,hummingbird,rhino,squirrel
basic23,bedsidetable,bookcase,cow
basic33,coffeetable,popcorn,rosemary
basic23,rose,grasses,hamster
basic33,parrot,firetruck,bathrobe
basic33,eagle,popcorn,motorcycle
basic23,clownfish,rosemary,crocodile
basic22,pigeon,bison,rhino
basic12,goldfish,discusfish,elephant
basic23,suv,squirrel,firetruck
basic33,hawaiishirt,ambulance,bison
basic23,dalmatian,hamster,cookies
basic22,dressshirt,socks,gloves
basic23,minivan,ambulance,bed
basic33,poloshirt,ambulance,kitten
basic12,pug,greyhound,elephant
basic33,diningtable,lobster,dress
basic12,grizzlybear,koalabear,bison
basic23,polarbear,ambulance,elephant
basic23,husky,chips,lion
basic12,catfish,kitten,discusfish
basic33,coffeetable,horse,cookies
basic23,sportscar,kitten,ambulance
basic22,sunflower,grasses,ivy
basic23,swordfish,cow,dress
basic22,pug,snake,rabbit
basic22,tulip,rosemary,grasses
basic23,gummybears,dress,cookies
basic33,germanshepherd,gloves,grasses
basic33,convertible,lamp,popcorn
basic12,parrot,rhino,sparrow
basic23,hummingbird,crocodile,ivy
basic33,clownfish,pottedplant,bookcase
basic12,suv,sedan,ambulance
basic22,jellybeans,popcorn,pretzels
basic22,pandabear,lobster,bison
basic33,pigeon,gloves,chips
basic33,skittles,elephant,ivy
basic33,hawaiishirt,firetruck,grasses
basic23,eagle,crocodile,pottedplant
basic33,diningtable,elephant,motorcycle
basic33,skittles,cow,wardrobe
basic22,grizzlybear,crocodile,kitten
basic33,gummybears,kitten,grasses
basic12,tulip,lily,rosemary
basic12,blackbear,kitten,koalabear
basic23,sunflower,pig,grasses
basic12,germanshepherd,cow,greyhound
basic23,swordfish,ambulance,crocodile
basic23,husky,iguana,bathrobe
basic22,hawaiishirt,gloves,bathrobe
basic22,eagle,iguana,lion
basic22,catfish,cow,pig
basic23,minivan,firetruck,pottedplant
basic33,convertible,popcorn,lobster
basic22,goldfish,rabbit,crocodile
basic33,sportscar,rabbit,dress
basic23,coffeetable,lamp,grasses
basic12,hummingbird,sparrow,crocodile
basic23,pigeon,popcorn,rhino
basic23,dalmatian,ambulance,bison
basic22,tulip,pottedplant,rosemary
basic23,eagle,rabbit,motorcycle
basic12,polarbear,koalabear,rabbit
basic33,suv,lobster,wardrobe
basic23,bedsidetable,lamp,pig
basic22,goldfish,cow,squirrel
basic22,husky,rhino,snake
basic33,rose,cookies,kitten
basic22,sunflower,pottedplant,grasses
basic33,minivan,elephant,grasses
basic22,pug,iguana,hamster
basic12,parrot,iguana,sparrow
basic33,swordfish,grasses,wardrobe
basic23,daisy,pottedplant,bathrobe
basic23,gummybears,popcorn,lion
basic22,clownfish,hamster,lion
basic33,coffeetable,gloves,motorcycle
basic33,hawaiishirt,bookcase,rabbit
basic12,pandabear,koalabear,rabbit
basic33,catfish,dress,bed
basic23,jellybeans,popcorn,socks
basic23,dressshirt,snake,bathrobe
basic33,blackbear,bookcase,motorcycle
basic23,sportscar,lion,ambulance
basic22,pigeon,snake,bison
basic23,dalmatian,lamp,bison
basic12,convertible,ambulance,sedan
basic12,germanshepherd,greyhound,squirrel
basic12,picnictable,sidetable,wardrobe
basic23,skittles,chips,rabbit
basic22,gummybears,popcorn,cookies
basic23,polarbear,ivy,sheep
basic23,hawaiishirt,lion,dress
basic12,goldfish,discusfish,sheep
basic22,parrot,bison,squirrel
basic33,dalmatian,cookies,firetruck
basic22,clownfish,crocodile,cow
basic12,eagle,iguana,sparrow
basic22,dressshirt,bathrobe,gloves
basic33,rose,wardrobe,elephant
basic12,sunflower,ivy,lily
basic22,picnictable,lamp,wardrobe
basic23,daisy,pig,rosemary
basic12,pigeon,sparrow,crocodile
basic22,poloshirt,gloves,socks
basic23,pug,rosemary,lion
basic23,husky,rhino,lamp
basic33,minivan,snake,chips
basic33,germanshepherd,cookies,motorcycle
basic33,catfish,lamp,firetruck
basic33,hummingbird,bathrobe,pretzels
basic33,sportscar,chips,lobster
basic23,tshirt,rabbit,bathrobe
basic23,blackbear,sheep,pottedplant
basic12,coffeetable,sidetable,bed
basic23,mnms,chips,train
basic33,pigeon,gloves,firetruck
basic23,minivan,firetruck,wardrobe
basic23,daisy,pretzels,rosemary
basic23,coffeetable,wardrobe,lion
basic33,polarbear,socks,lamp
basic22,sportscar,train,firetruck
basic22,pug,horse,iguana
basic22,goldfish,bison,lion
basic33,grizzlybear,ivy,popcorn
basic33,skittles,bed,ivy
basic23,sunflower,sheep,rosemary
basic23,jellybeans,chips,snake
basic22,swordfish,pig,hamster
basic33,rose,pig,bookcase
basic23,parrot,wardrobe,pig
basic12,pandabear,koalabear,pig
basic22,suv,firetruck,motorcycle
basic33,convertible,kitten,pretzels
basic33,catfish,train,ivy
basic23,husky,horse,chips
basic22,clownfish,bison,rabbit
basic33,hummingbird,bookcase,firetruck
basic33,blackbear,train,bathrobe
basic23,dressshirt,bathrobe,ivy
basic23,sportscar,ambulance,horse
basic12,swordfish,rhino,discusfish
basic22,jellybeans,chips,popcorn
basic23,tshirt,dress,pig
basic33,daisy,dress,crocodile
basic33,minivan,sheep,pretzels
basic23,tulip,rosemary,lobster
basic33,diningtable,bathrobe,lobster
basic12,hawaiishirt,campshirt,socks
basic33,blackbear,grasses,motorcycle
basic23,clownfish,dress,lion
basic23,bedsidetable,popcorn,wardrobe
basic33,catfish,grasses,cookies
basic23,rose,ambulance,grasses
basic22,pug,pig,squirrel
basic12,pigeon,sparrow,sheep
basic33,sunflower,hamster,socks
basic22,skittles,cookies,popcorn
basic23,dalmatian,wardrobe,horse
basic22,pandabear,kitten,lion
basic12,grizzlybear,koalabear,sheep
basic33,convertible,rhino,wardrobe
basic33,dressshirt,bookcase,snake
basic33,parrot,bathrobe,ivy
basic22,hummingbird,bison,crocodile
basic23,poloshirt,popcorn,dress
basic22,eagle,cow,iguana
basic22,blackbear,rhino,snake
basic23,pigeon,lion,bookcase
basic12,gummybears,chips,candycorn
basic33,germanshepherd,gloves,pottedplant
basic22,polarbear,rhino,pig
basic33,sportscar,socks,pottedplant
basic12,poloshirt,gloves,campshirt
basic23,daisy,horse,grasses
basic22,grizzlybear,sheep,hamster
basic33,clownfish,bathrobe,rosemary
