gameid	 time	 roundNum	 trialType	 context	nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	 refExp	colorMentioned	typeMentioned	clickedType	clickedColor
2293-2	1479922054324	20	tomato	overinformative-cc	tomato_red	target	4	4	avocado_green	distractor	3	3	distractor_tomato_red	distractor	2	2	1	1	0	tomato		1479922052749	tomato	False	True	tomato	red
2293-2	1479922062667	21	pepper	informative-cc	pepper_red	target	2	2	distractor_pepper_red	distractor	4	4	pepper_orange	distractor	3	3	1	1	0	red bell pepper		1479922060810	red bell pepper	True	True	pepper	red
2293-2	1479922070066	22	apple	informative-cc	apple_red	target	3	2	distractor_apple_red	distractor	4	3	apple_green	distractor	2	4	1	1	0	red apple		1479922067805	red apple	True	True	apple	red
2293-2	1479922079631	23	avocado	informative	avocado_green	target	4	3	apple_blue	distractor	2	4	avocado_black	distractor	3	2	1	1	0	green avocado		1479922078055	green avocado	True	True	avocado	green
2293-2	1479922087032	24	banana	informative	banana_brown	target	2	3	apple_red	distractor	4	2	banana_blue	distractor	3	4	1	1	0	brown banana		1479922084900	brown banana	True	True	banana	brown
2293-2	1479922093986	25	carrot	overinformative-cc	carrot_pink	target	3	4	distractor_carrot_pink	distractor	2	3	banana_yellow	distractor	4	2	1	1	0	carrot		1479922092272	carrot	False	True	carrot	pink
2293-2	1479922101884	26	apple	informative	apple_blue	target	4	3	apple_red	distractor	3	4	avocado_green	distractor	2	2	1	1	0	blue appe		1479922100730	blue appe	True	False	apple	blue
2293-2	1479922108387	27	carrot	overinformative	carrot_orange	target	3	2	avocado_red	distractor	2	4	avocado_black	distractor	4	3	1	1	0	carrpt		1479922106397	carrpt	False	False	carrot	orange
2293-2	1479922117074	28	apple	informative	apple_green	target	2	3	apple_blue	distractor	4	4	carrot_pink	distractor	3	2	1	1	0	green apple		1479922115492	green apple	True	True	apple	green
2293-2	1479922124674	29	tomato	informative-cc	tomato_pink	target	3	4	distractor_tomato_pink	distractor	4	2	tomato_green	distractor	2	3	1	1	0	purple tomato		1479922122976	purple tomato	False	True	tomato	pink
2293-2	1479922131655	30	banana	informative-cc	banana_blue	target	4	3	banana_brown	distractor	3	4	distractor_banana_blue	distractor	2	2	1	1	0	blue banana		1479922130423	blue banana	True	True	banana	blue
2293-2	1479922143458	31	pepper	overinformative-cc	pepper_red	target	3	3	distractor_pepper_red	distractor	2	4	pear_orange	distractor	4	2	1	1	0	bell pepper		1479922142212	bell pepper	False	True	pepper	red
2293-2	1479922150139	32	avocado	overinformative	avocado_black	target	3	3	pear_yellow	distractor	4	4	apple_green	distractor	2	2	1	1	0	avocado		1479922148532	avocado	False	True	avocado	black
2293-2	1479922170002	33	pear	informative	pear_green	target	3	4	banana_brown	distractor	4	2	pear_yellow	distractor	2	3	1	1	0	green pear (the brighter green)		1479922166794	green pear (the brighter green)	True	True	pear	green
2293-2	1479922176859	34	banana	informative-cc	banana_brown	target	3	3	banana_yellow	distractor	2	2	distractor_banana_brown	distractor	4	4	1	1	0	brown banana		1479922175585	brown banana	True	True	banana	brown
2293-2	1479922183323	35	carrot	overinformative	carrot_pink	target	3	2	pear_green	distractor	2	4	pepper_orange	distractor	4	3	1	1	0	purple carrot		1479922182196	purple carrot	False	True	carrot	pink
2293-2	1479922194515	36	apple	overinformative-cc	apple_red	target	3	4	pepper_orange	distractor	2	3	distractor_apple_red	distractor	4	2	1	1	0	apple		1479922193418	apple	False	True	apple	red
2293-2	1479922201266	37	banana	informative	banana_blue	target	2	3	apple_red	distractor	4	2	banana_yellow	distractor	3	4	1	1	0	blue banana		1479922199997	blue banana	True	True	banana	blue
2293-2	1479922208323	38	banana	overinformative-cc	banana_yellow	target	3	4	avocado_green	distractor	4	3	distractor_banana_yellow	distractor	2	2	1	1	0	banana		1479922207008	banana	False	True	banana	yellow
2293-2	1479922214074	39	pear	overinformative	pear_orange	target	2	2	pepper_black	distractor	3	3	apple_blue	distractor	4	4	1	1	0	pear		1479922212456	pear	False	True	pear	orange
2293-2	1479922226155	40	pear	informative	pear_yellow	target	2	2	pear_orange	distractor	4	4	banana_blue	distractor	3	3	1	1	0	the yellow pear		1479922224781	the yellow pear	True	True	pear	yellow
2293-2	1479922233762	41	carrot	informative	carrot_brown	target	2	2	apple_green	distractor	4	3	carrot_orange	distractor	3	4	1	1	0	brown carrot		1479922231146	brown carrot	True	True	carrot	brown
2293-2	1479922241717	42	pepper	informative	pepper_black	target	4	2	pepper_orange	distractor	3	4	carrot_pink	distractor	2	3	1	1	0	black bell pepper		1479922240487	black bell pepper	True	True	pepper	black
6180-c	1479927446887	1	apple	informative-cc	apple_green	target	2	4	distractor_apple_green	distractor	4	3	apple_red	distractor	3	2	1	1	0	it's big and green		1479927440035	it's big and green	True	False	apple	green
6180-c	1479927463681	2	tomato	informative-cc	tomato_red	target	4	2	tomato_pink	distractor	2	3	distractor_tomato_red	distractor	3	4	1	1	0	it's not the purple one, but like it		1479927460442	it's not the purple one, but like it	False	False	tomato	red
6180-c	1479927474569	3	carrot	informative	carrot_orange	target	3	4	carrot_brown	distractor	2	3	avocado_red	distractor	4	2	1	1	0	it's the orange one		1479927472905	it's the orange one	True	False	carrot	orange
6180-c	1479927481816	4	apple	overinformative	apple_blue	target	2	4	carrot_pink	distractor	3	2	banana_yellow	distractor	4	3	1	1	0	blue!		1479927480032	blue!	False	False	apple	blue
6180-c	1479927498753	5	apple	overinformative-cc	apple_green	target	4	3	distractor_apple_green	distractor	3	4	avocado_red	distractor	2	2	1	1	0	bigger and green		1479927490498	bigger and green	True	False	apple	green
6180-c	1479927511885	6	pear	informative-cc	pear_orange	target	3	4	pear_yellow	distractor	2	3	distractor_pear_orange	distractor	4	2	1	1	0	orange but like the yellow one		1479927507327	orange but like the yellow one	True	False	pear	orange
6180-c	1479927522280	7	tomato	overinformative	tomato_green	target	3	3	pear_orange	distractor	2	4	pepper_red	distractor	4	2	1	1	0	green all over		1479927518697	green all over	True	False	tomato	green
6180-c	1479927537743	8	apple	overinformative-cc	apple_red	target	3	3	pear_orange	distractor	4	2	distractor_apple_red	distractor	2	4	1	1	0	red and shiny, no leaves		1479927534763	red and shiny, no leaves	True	False	apple	red
6180-c	1479927545336	9	pear	informative	pear_orange	target	4	4	banana_blue	distractor	2	2	pear_yellow	distractor	3	3	1	1	0	orange!		1479927542520	orange!	False	False	pear	orange
6180-c	1479927554499	10	tomato	informative-cc	tomato_green	target	2	4	tomato_pink	distractor	3	3	distractor_tomato_green	distractor	4	2	1	1	0	green with spikes		1479927551700	green with spikes	True	False	tomato	green
6180-c	1479927559400	11	pepper	informative	pepper_red	target	4	4	pepper_black	distractor	2	2	banana_brown	distractor	3	3	1	1	0	red!		1479927557835	red!	False	False	pepper	red
6180-c	1479927564843	12	pepper	informative	pepper_black	target	2	3	tomato_pink	distractor	3	4	pepper_orange	distractor	4	2	1	1	0	black!		1479927563165	black!	False	False	pepper	black
6180-c	1479927587828	13	pepper	overinformative-cc	pepper_orange	target	2	4	distractor_pepper_orange	distractor	3	3	banana_brown	distractor	4	2	3	2	1	lighter, yellower orange___big green stem	?\	1479927573068___1479927583785___1479927584587	lighter, yellower orange	True	False	pepper	orange
6180-c	1479927594808	14	avocado	overinformative	avocado_green	target	4	3	banana_blue	distractor	2	2	pear_orange	distractor	3	4	1	1	0	green		1479927593017	green	True	False	avocado	green
6180-c	1479927619049	15	avocado	informative	avocado_red	target	3	3	pear_orange	distractor	4	2	avocado_black	distractor	2	4	2	1	1	red, like the black one but red	lol thats not red man	1479927602619___1479927617960	red, like the black one but red	True	False	avocado	red
6180-c	1479927634900	16	tomato	overinformative	tomato_pink	target	3	2	carrot_brown	distractor	2	4	pepper_red	distractor	4	3	2	2	0	purple (and the last one was Very red on my screen)___:)		1479927630422___1479927633267	purple (and the last one was Very red on my screen)	False	False	tomato	pink
6180-c	1479927646428	17	banana	overinformative-cc	banana_yellow	target	3	2	pepper_black	distractor	4	4	distractor_banana_yellow	distractor	2	3	1	1	0	yellow and long and curvy		1479927644631	yellow and long and curvy	True	False	banana	yellow
6180-c	1479927657802	18	pear	overinformative-cc	pear_yellow	target	3	2	distractor_pear_yellow	distractor	2	3	banana_brown	distractor	4	4	1	1	0	yellow and Not like the other two		1479927654601	yellow and Not like the other two	True	False	pear	yellow
6180-c	1479927667206	19	banana	overinformative-cc	banana_brown	target	2	4	carrot_orange	distractor	3	2	distractor_banana_brown	distractor	4	3	1	1	0	brown and not like the other two		1479927665212	brown and not like the other two	True	False	banana	brown
6180-c	1479927678735	20	carrot	overinformative	carrot_brown	target	3	2	apple_blue	distractor	2	3	pear_green	distractor	4	4	1	1	0	long and straight with green leaves		1479927676076	long and straight with green leaves	False	False	carrot	brown
6180-c	1479927686085	21	carrot	overinformative	carrot_orange	target	2	3	tomato_green	distractor	3	4	tomato_red	distractor	4	2	1	1	0	long and straight again		1479927684301	long and straight again	False	False	carrot	orange
6180-c	1479927697664	22	carrot	informative	carrot_pink	target	2	4	pear_yellow	distractor	3	3	carrot_orange	distractor	4	2	1	1	0	purple, and like the orange one		1479927695437	purple, and like the orange one	False	False	carrot	pink
6180-c	1479927703911	23	avocado	overinformative	avocado_black	target	2	3	carrot_pink	distractor	3	2	tomato_red	distractor	4	4	1	1	0	black!		1479927702491	black!	False	False	avocado	black
6180-c	1479927709183	24	banana	overinformative	banana_blue	target	4	2	pear_green	distractor	3	3	carrot_pink	distractor	2	4	1	1	0	blue!		1479927707162	blue!	False	False	banana	blue
6180-c	1479927717073	25	tomato	informative	tomato_pink	target	4	3	tomato_green	distractor	3	2	apple_blue	distractor	2	4	1	1	0	purple, and like the green one		1479927715465	purple, and like the green one	False	False	tomato	pink
6180-c	1479927724859	26	carrot	overinformative	carrot_pink	target	3	3	pepper_red	distractor	4	4	avocado_black	distractor	2	2	1	1	0	purple, long and straight		1479927723241	purple, long and straight	False	False	carrot	pink
6180-c	1479927733270	27	pear	overinformative	pear_yellow	target	4	3	carrot_brown	distractor	3	2	carrot_orange	distractor	2	4	1	1	0	not like the other two, yellow		1479927731424	not like the other two, yellow	True	False	pear	yellow
6180-c	1479927742873	28	pear	informative	pear_green	target	3	4	banana_brown	distractor	2	2	pear_orange	distractor	4	3	1	1	0	green, like the orange one		1479927739897	green, like the orange one	False	False	pear	green
6180-c	1479927752016	29	banana	informative	banana_blue	target	4	4	banana_yellow	distractor	2	2	avocado_black	distractor	3	3	1	1	0	blue, like the yellow one		1479927750334	blue, like the yellow one	False	False	banana	blue
6180-c	1479927766253	30	avocado	informative-cc	avocado_black	target	2	4	avocado_red	distractor	3	3	distractor_avocado_black	distractor	4	2	1	1	0	black, like the other one that I think is red ::)		1479927762430	black, like the other one that I think is red ::)	False	False	avocado	black
6180-c	1479927778791	31	avocado	informative-cc	distractor_avocado_red	distractor	2	2	avocado_black	distractor	3	4	avocado_red	target	4	3	3	2	1	red (to me) ha___and like the black 	lol	1479927770880___1479927775989___1479927779065	red (to me) ha	True	False	avocado	red
6180-c	1479927786144	32	banana	overinformative	banana_yellow	target	2	2	apple_red	distractor	4	4	tomato_green	distractor	3	3	1	1	0	yellow!		1479927783361	yellow!	False	False	banana	yellow
6180-c	1479927803936	33	pear	overinformative-cc	pear_green	target	4	2	tomato_pink	distractor	3	4	distractor_pear_green	distractor	2	3	1	1	0	green and somewhat more lumpy		1479927797735	green and somewhat more lumpy	True	False	pear	green
6180-c	1479927809027	34	apple	overinformative	apple_red	target	2	4	carrot_pink	distractor	4	2	pepper_orange	distractor	3	3	1	1	0	red!		1479927807589	red!	False	False	apple	red
6180-c	1479927817835	35	pepper	informative-cc	pepper_red	target	2	3	distractor_pepper_red	distractor	3	4	pepper_black	distractor	4	2	1	1	0	red and like the black one		1479927815838	red and like the black one	True	False	pepper	red
6180-c	1479927822388	36	tomato	overinformative	tomato_red	target	4	2	banana_blue	distractor	3	3	apple_blue	distractor	2	4	1	1	0	red!		1479927820833	red!	False	False	tomato	red
6180-c	1479927831252	37	apple	informative-cc	apple_blue	target	3	4	distractor_apple_blue	distractor	2	3	apple_red	distractor	4	2	1	1	0	blue, and like the red one		1479927828992	blue, and like the red one	False	False	apple	blue
6180-c	1479927843395	38	pepper	overinformative	pepper_orange	target	4	2	avocado_red	distractor	2	4	avocado_green	distractor	3	3	1	1	0	orange-ish, not like the other two		1479927840178	orange-ish, not like the other two	False	False	pepper	orange
6180-c	1479927852846	39	pepper	informative-cc	pepper_black	target	2	2	distractor_pepper_black	distractor	4	4	pepper_orange	distractor	3	3	1	1	0	black, and like the other one		1479927850560	black, and like the other one	False	False	pepper	black
6180-c	1479927861863	40	banana	informative	banana_brown	target	4	2	tomato_pink	distractor	2	3	banana_blue	distractor	3	4	1	1	0	brownish, long and curvy		1479927860181	brownish, long and curvy	False	False	banana	brown
6180-c	1479927871656	41	avocado	informative-cc	avocado_green	target	4	3	distractor_avocado_green	distractor	2	4	avocado_red	distractor	3	2	1	1	0	green, and like the other one		1479927867864	green, and like the other one	False	False	avocado	green
6180-c	1479927881018	42	carrot	informative-cc	carrot_brown	target	3	3	distractor_carrot_brown	distractor	4	4	carrot_pink	distractor	2	2	1	1	0	brown, long and straight		1479927879066	brown, long and straight	False	False	carrot	brown
8646-f	1479922594163	1	avocado	overinformative	avocado_green	target	2	4	apple_red	distractor	3	2	banana_brown	distractor	4	3	1	1	0	green veggie		1479922591616	green veggie	True	False	avocado	green
8646-f	1479922601117	2	banana	overinformative	banana_yellow	target	2	2	avocado_red	distractor	3	4	pear_green	distractor	4	3	1	1	0	yellow 		1479922599702	yellow 	True	False	banana	yellow
8646-f	1479922610047	3	tomato	overinformative	tomato_red	target	2	3	pear_green	distractor	3	2	carrot_orange	distractor	4	4	1	1	0	red round		1479922608740	red round	True	False	tomato	red
8646-f	1479922616366	4	pepper	overinformative-cc	pepper_red	target	4	2	pear_yellow	distractor	2	3	distractor_pepper_red	distractor	3	4	1	1	0	pepper		1479922614707	pepper	False	True	pepper	red
8646-f	1479922624301	5	carrot	informative-cc	carrot_orange	target	3	3	carrot_pink	distractor	2	2	distractor_carrot_orange	distractor	4	4	1	1	0	orange carrot		1479922622780	orange carrot	True	True	carrot	orange
8646-f	1479922628191	6	banana	informative	banana_blue	target	3	2	banana_yellow	distractor	2	4	pear_orange	distractor	4	3	1	1	0	blue		1479922627037	blue	True	False	banana	blue
8646-f	1479922634045	7	pepper	overinformative-cc	pepper_orange	target	3	2	distractor_pepper_orange	distractor	4	4	tomato_pink	distractor	2	3	1	1	0	pepper		1479922631900	pepper	False	True	pepper	orange
8646-f	1479922638925	8	tomato	overinformative	tomato_pink	target	4	4	apple_blue	distractor	2	3	pepper_red	distractor	3	2	1	1	0	purple		1479922637452	purple	False	False	tomato	pink
8646-f	1479922643310	9	tomato	informative	tomato_pink	target	4	3	tomato_green	distractor	3	4	pepper_red	distractor	2	2	1	1	0	purple		1479922642245	purple	False	False	tomato	pink
8646-f	1479922649574	10	tomato	overinformative-cc	tomato_green	target	4	4	distractor_tomato_green	distractor	3	3	avocado_black	distractor	2	2	1	1	0	tomatoe		1479922647692	tomatoe	False	False	tomato	green
8646-f	1479922657101	11	avocado	informative-cc	avocado_green	target	2	3	avocado_black	distractor	3	4	distractor_avocado_green	distractor	4	2	1	1	0	light green avo		1479922655741	light green avo	True	False	avocado	green
8646-f	1479922662254	12	carrot	overinformative-cc	carrot_pink	target	2	2	pepper_black	distractor	4	3	distractor_carrot_pink	distractor	3	4	1	1	0	carrot		1479922660675	carrot	False	True	carrot	pink
8646-f	1479922667343	13	apple	overinformative-cc	apple_green	target	2	4	tomato_pink	distractor	3	3	distractor_apple_green	distractor	4	2	1	1	0	apple		1479922665611	apple	False	True	apple	green
8646-f	1479922673190	14	apple	informative-cc	apple_green	target	4	4	apple_blue	distractor	3	2	distractor_apple_green	distractor	2	3	1	1	0	apple green		1479922671595	apple green	True	True	apple	green
8646-f	1479922678216	15	pepper	overinformative	pepper_black	target	3	4	banana_brown	distractor	2	2	apple_green	distractor	4	3	1	1	0	pepper		1479922676892	pepper	False	True	pepper	black
8646-f	1479922683345	16	pear	overinformative	pear_green	target	2	4	apple_red	distractor	3	2	carrot_orange	distractor	4	3	1	1	0	pear		1479922681989	pear	False	True	pear	green
8646-f	1479922690847	17	pear	informative	pear_orange	target	3	2	pear_yellow	distractor	2	3	tomato_green	distractor	4	4	1	1	0	orange		1479922688459	orange	True	False	pear	orange
8646-f	1479922696287	18	apple	overinformative-cc	apple_blue	target	2	3	avocado_red	distractor	3	4	distractor_apple_blue	distractor	4	2	1	1	0	apple		1479922694759	apple	False	True	apple	blue
8646-f	1479922701886	19	apple	informative-cc	apple_blue	target	4	3	distractor_apple_blue	distractor	3	4	apple_green	distractor	2	2	1	1	0	blue apple		1479922700661	blue apple	True	True	apple	blue
8646-f	1479922708702	20	tomato	informative	tomato_green	target	4	3	tomato_red	distractor	3	4	banana_brown	distractor	2	2	1	1	0	green  tom		1479922706500	green  tom	True	False	tomato	green
8646-f	1479922721240	21	pear	informative-cc	pear_orange	target	2	3	distractor_pear_orange	distractor	3	4	pear_yellow	distractor	4	2	2	2	0	prange pear___oops		1479922713717___1479922714483	prange pear	False	True	pear	orange
8646-f	1479922725814	22	pear	overinformative-cc	pear_green	target	4	2	apple_blue	distractor	3	4	distractor_pear_green	distractor	2	3	1	1	0	pear		1479922724318	pear	False	True	pear	green
8646-f	1479922731486	23	avocado	informative	carrot_pink	distractor	3	2	avocado_black	distractor	2	3	avocado_red	target	4	4	1	1	0	arrot		1479922729500	arrot	False	False	carrot	pink
8646-f	1479922737406	24	carrot	overinformative	carrot_pink	target	2	2	pear_green	distractor	3	3	pepper_orange	distractor	4	4	1	1	0	carrot		1479922735875	carrot	False	True	carrot	pink
8646-f	1479922742677	25	banana	informative	banana_brown	target	4	4	pear_orange	distractor	2	3	banana_yellow	distractor	3	2	1	1	0	brown		1479922741283	brown	True	False	banana	brown
8646-f	1479922746768	26	pear	overinformative-cc	pear_yellow	target	4	3	tomato_pink	distractor	3	2	distractor_pear_yellow	distractor	2	4	1	1	0	pear		1479922745580	pear	False	True	pear	yellow
8646-f	1479922752278	27	banana	informative	banana_yellow	target	3	3	banana_blue	distractor	2	4	pear_green	distractor	4	2	1	1	0	yellow ban		1479922751227	yellow ban	True	False	banana	yellow
8646-f	1479922757126	28	carrot	overinformative-cc	carrot_brown	target	2	4	distractor_carrot_brown	distractor	4	2	apple_blue	distractor	3	3	1	1	0	carrot		1479922755907	carrot	False	True	carrot	brown
8646-f	1479922762110	29	banana	overinformative	banana_blue	target	2	2	pepper_black	distractor	4	3	carrot_orange	distractor	3	4	1	1	0	banana		1479922760964	banana	False	True	banana	blue
8646-f	1479922766982	30	pepper	informative	pepper_orange	target	3	2	pepper_black	distractor	4	4	tomato_green	distractor	2	3	1	1	0	orange		1479922765675	orange	True	False	pepper	orange
8646-f	1479922771829	31	apple	overinformative-cc	apple_red	target	3	3	carrot_pink	distractor	2	4	distractor_apple_red	distractor	4	2	1	1	0	apple		1479922770283	apple	False	True	apple	red
8646-f	1479922776390	32	avocado	overinformative	avocado_black	target	3	2	pepper_red	distractor	2	4	banana_yellow	distractor	4	3	1	1	0	avo		1479922775045	avo	False	False	avocado	black
8646-f	1479922780591	33	carrot	overinformative	carrot_orange	target	2	2	pear_green	distractor	4	3	pepper_red	distractor	3	4	1	1	0	carrot		1479922779500	carrot	False	True	carrot	orange
8646-f	1479922785318	34	tomato	overinformative-cc	tomato_red	target	4	2	banana_blue	distractor	2	4	distractor_tomato_red	distractor	3	3	1	1	0	tom		1479922784060	tom	False	False	tomato	red
8646-f	1479922791482	35	avocado	informative-cc	avocado_black	target	2	3	distractor_avocado_black	distractor	3	2	avocado_red	distractor	4	4	1	1	0	avo black		1479922789803	avo black	True	False	avocado	black
8646-f	1479922799417	36	pepper	informative-cc	pepper_orange	distractor	3	2	distractor_pepper_red	distractor	2	3	pepper_red	target	4	4	1	1	0	orange pepper		1479922797563	orange pepper	True	True	pepper	orange
8646-f	1479922805791	37	banana	informative-cc	banana_brown	target	2	3	distractor_banana_brown	distractor	4	4	banana_blue	distractor	3	2	1	1	0	brown banana		1479922804589	brown banana	True	True	banana	brown
8646-f	1479922811230	38	pear	overinformative	pear_yellow	target	2	4	carrot_pink	distractor	3	3	pepper_red	distractor	4	2	1	1	0	pear		1479922809251	pear	False	True	pear	yellow
8646-f	1479922816368	39	apple	informative-cc	apple_red	target	3	2	apple_blue	distractor	4	3	distractor_apple_red	distractor	2	4	1	1	0	red apple		1479922815140	red apple	True	True	apple	red
8646-f	1479922823383	40	pepper	overinformative-cc	pepper_black	target	3	3	distractor_pepper_black	distractor	2	4	tomato_green	distractor	4	2	1	1	0	pepper		1479922821990	pepper	False	True	pepper	black
8646-f	1479922828797	41	avocado	overinformative-cc	avocado_red	target	4	4	banana_blue	distractor	3	3	distractor_avocado_red	distractor	2	2	1	1	0	avo		1479922827563	avo	False	False	avocado	red
8646-f	1479922834031	42	carrot	overinformative	carrot_brown	target	3	2	pear_yellow	distractor	2	3	pepper_orange	distractor	4	4	1	1	0	carrot		1479922832804	carrot	False	True	carrot	brown
6753-d	1479922467971	1	tomato	overinformative-cc	tomato_pink	target	2	4	apple_green	distractor	4	2	distractor_tomato_pink	distractor	3	3	1	1	0	the round purple object		1479922465039	the round purple object	False	False	tomato	pink
6753-d	1479922475031	2	tomato	overinformative	tomato_red	target	3	2	avocado_green	distractor	2	4	apple_green	distractor	4	3	1	1	0	the round red object		1479922472734	the round red object	True	False	tomato	red
6753-d	1479922485539	3	pear	informative	pear_green	target	4	3	banana_brown	distractor	2	4	pear_yellow	distractor	3	2	2	1	1	the green item	I think you can say the fruit.	1479922480861___1479922484183	the green item	True	False	pear	green
6753-d	1479922493727	4	pepper	informative	pepper_orange	target	3	3	pepper_red	distractor	4	2	avocado_green	distractor	2	4	1	1	0	yellow pepper		1479922490421	yellow pepper	False	True	pepper	orange
6753-d	1479922499386	5	pear	overinformative-cc	pear_green	target	3	2	distractor_pear_green	distractor	2	4	banana_yellow	distractor	4	3	1	1	0	pear		1479922497731	pear	False	True	pear	green
6753-d	1479922505815	6	avocado	informative-cc	avocado_black	target	3	4	distractor_avocado_black	distractor	4	3	avocado_red	distractor	2	2	1	1	0	black avocado		1479922504007	black avocado	True	True	avocado	black
6753-d	1479922510672	7	apple	overinformative-cc	apple_green	target	3	4	avocado_black	distractor	4	3	distractor_apple_green	distractor	2	2	1	1	0	apple		1479922509010	apple	False	True	apple	green
6753-d	1479922516298	8	banana	overinformative-cc	banana_blue	target	3	4	distractor_banana_blue	distractor	2	2	carrot_orange	distractor	4	3	1	1	0	blue banana		1479922514619	blue banana	True	True	banana	blue
6753-d	1479922520618	9	carrot	overinformative-cc	carrot_orange	target	2	3	pepper_red	distractor	4	2	distractor_carrot_orange	distractor	3	4	1	1	0	carrot		1479922519312	carrot	False	True	carrot	orange
6753-d	1479922525468	10	pepper	overinformative	pepper_red	target	3	3	apple_blue	distractor	2	4	banana_blue	distractor	4	2	1	1	0	pepper		1479922523942	pepper	False	True	pepper	red
6753-d	1479922530580	11	banana	overinformative-cc	banana_brown	target	4	3	distractor_banana_brown	distractor	2	2	carrot_pink	distractor	3	4	1	1	0	banana		1479922528998	banana	False	True	banana	brown
6753-d	1479922535677	12	apple	overinformative	apple_red	target	4	2	pear_orange	distractor	3	4	pear_yellow	distractor	2	3	1	1	0	apple		1479922533912	apple	False	True	apple	red
